Date,Open,High,Low,Close,Volume,y
2011-05-23,12511.3603515625,12511.3603515625,12331.76953125,12381.259765625,150720000,-0.0020252526654110678
2011-05-24,12381.5703125,12422.5498046875,12350.0400390625,12356.2099609375,145920000,0.00310697975961721
2011-05-25,12355.4501953125,12440.0302734375,12309.51953125,12394.66015625,145750000,0.000653262290073772
2011-05-26,12391.6298828125,12441.580078125,12317.919921875,12402.759765625,149070000,0.0031250855798885674
2011-05-27,12398.0595703125,12483.8095703125,12397.6904296875,12441.580078125,126030000,0.010252223954696611
2011-05-31,12443.400390625,12574.2900390625,12443.400390625,12569.7900390625,208290000,-0.02249903284342145
2011-06-01,12569.41015625,12569.490234375,12282.419921875,12290.1396484375,183020000,-0.0033897395908508866
2011-06-02,12289.6103515625,12306.7099609375,12190.5400390625,12248.5498046875,156370000,-0.00797469786678435
2011-06-03,12247.7998046875,12247.8701171875,12104.0302734375,12151.259765625,157740000,-0.0050574959544765164
2011-06-06,12151.1904296875,12151.490234375,12070.66015625,12089.9599609375,166600000,-0.0015852470767252949
2011-06-07,12090.1796875,12178.8896484375,12066.6103515625,12070.8095703125,162610000,-0.0018133808698499799
2011-06-08,12066.26953125,12098.3603515625,12024.259765625,12048.9404296875,156870000,0.006239955997440854
2011-06-09,12049.4697265625,12183.1201171875,12049.08984375,12124.3603515625,149700000,-0.014325569606817218
2011-06-10,12124.169921875,12124.849609375,11937.419921875,11951.91015625,178310000,8.864887156002772e-05
2011-06-13,11945.330078125,12011.66015625,11917.7802734375,11952.9697265625,153370000,0.010249389705406236
2011-06-14,11951.3798828125,12120.7998046875,11951.3798828125,12076.1103515625,159620000,-0.014920227257740655
2011-06-15,12075.1201171875,12075.2001953125,11862.5302734375,11897.26953125,182500000,0.005385868925959024
2011-06-16,11896.1298828125,11990.01953125,11875.76953125,11961.51953125,189500000,0.0035751548579589787
2011-06-17,11962.66015625,12072.8896484375,11962.509765625,12004.3603515625,342010000,0.006312692846909143
2011-06-20,12004.2802734375,12099.8701171875,11971.2900390625,12080.3798828125,127250000,0.009034105345673919
2011-06-21,12081.330078125,12217.330078125,12081.1796875,12190.009765625,147570000,-0.006612444074768183
2011-06-22,12189.7099609375,12207.990234375,12105.849609375,12109.669921875,125330000,-0.004939640599146592
2011-06-23,12108.349609375,12108.73046875,11874.9404296875,12050.0,206760000,-0.00962458483480675
2011-06-24,12049.240234375,12057.1904296875,11925.419921875,11934.580078125,279660000,0.00908996645912824
2011-06-27,11934.66015625,12098.8095703125,11934.0498046875,12043.5595703125,177920000,0.011978466275014104
2011-06-28,12043.5595703125,12190.4296875,12042.2802734375,12188.6904296875,135050000,0.005949233410686273
2011-06-29,12187.6298828125,12284.3896484375,12175.8603515625,12261.419921875,158720000,0.01239450221588275
2011-06-30,12262.25,12427.08984375,12262.099609375,12414.33984375,179980000,0.013476137096984558
2011-07-01,12414.33984375,12596.1298828125,12404.080078125,12582.76953125,141870000,-0.0010256907723157373
2011-07-05,12569.8701171875,12601.7998046875,12540.580078125,12569.8701171875,123000000,0.004457037064175885
2011-07-06,12562.4697265625,12643.240234375,12539.2099609375,12626.01953125,132330000,0.007375754343587022
2011-07-07,12627.23046875,12753.8896484375,12627.23046875,12719.490234375,153740000,-0.004909242545842625
2011-07-08,12717.900390625,12717.900390625,12567.41015625,12657.2001953125,131150000,-0.01203691921798248
2011-07-11,12655.6201171875,12655.83984375,12470.2998046875,12505.759765625,133250000,-0.004719339751137793
2011-07-12,12505.5400390625,12570.580078125,12446.8798828125,12446.8798828125,162640000,0.003587267416543365
2011-07-13,12447.330078125,12611.0400390625,12447.330078125,12491.6103515625,139970000,-0.004371688420035167
2011-07-14,12491.5302734375,12581.98046875,12414.41015625,12437.1201171875,140810000,0.0034202069762281325
2011-07-15,12437.1201171875,12504.8203125,12406.08984375,12479.73046875,215420000,-0.007606771325541713
2011-07-18,12475.1103515625,12475.259765625,12296.23046875,12385.16015625,148950000,0.01619890197923888
2011-07-19,12386.0302734375,12607.5595703125,12385.9599609375,12587.419921875,167550000,-0.0012329237337830687
2011-07-20,12583.6796875,12603.509765625,12546.5595703125,12571.91015625,140340000,0.012057235646140117
2011-07-21,12567.0703125,12751.4296875,12566.6103515625,12724.41015625,188410000,-0.003404768422760191
2011-07-22,12724.7099609375,12740.8701171875,12644.1904296875,12681.16015625,136760000,-0.0069922332474479975
2011-07-25,12679.7197265625,12679.9501953125,12536.1904296875,12592.7998046875,128760000,-0.007292583271364618
2011-07-26,12592.1201171875,12593.400390625,12489.0400390625,12501.2998046875,145140000,-0.016026081188701014
2011-07-27,12498.419921875,12498.650390625,12289.6904296875,12302.5498046875,182770000,-0.005088249394483695
2011-07-28,12301.7197265625,12384.900390625,12226.830078125,12240.1103515625,148710000,-0.007945637043482024
2011-07-29,12239.3603515625,12243.0703125,12083.4501953125,12143.240234375,230910000,-0.0008856582681638841
2011-08-01,12144.2197265625,12282.419921875,11998.080078125,12132.490234375,182820000,-0.022157570909161622
2011-08-02,12129.76953125,12130.2998046875,11865.5595703125,11866.6201171875,207060000,0.0025098053421745894
2011-08-03,11863.740234375,11904.91015625,11700.33984375,11896.4404296875,198220000,-0.04405850850209665
2011-08-04,11893.8603515625,11893.9404296875,11372.1396484375,11383.6796875,300760000,0.005338184213469869
2011-08-05,11383.98046875,11555.41015625,11139.0,11444.6103515625,406310000,-0.05706118814869463
2011-08-08,11433.9296875,11434.08984375,10809.849609375,10809.849609375,479980000,0.03900062054002369
2011-08-09,10810.91015625,11244.009765625,10604.0703125,11239.76953125,431410000,-0.047352741223059686
2011-08-10,11228.0,11228.0,10686.490234375,10719.9404296875,396300000,0.03873368057888308
2011-08-11,10729.849609375,11278.900390625,10729.849609375,11143.3095703125,393190000,0.011218046878703345
2011-08-12,11143.4599609375,11346.669921875,11142.1796875,11269.01953125,228030000,0.01880168009579389
2011-08-15,11269.849609375,11484.599609375,11269.849609375,11482.900390625,188120000,-0.00672563805178818
2011-08-16,11480.48046875,11488.009765625,11292.6298828125,11405.9296875,187800000,0.00037519699245049825
2011-08-17,11392.009765625,11529.669921875,11322.2998046875,11410.2099609375,171280000,-0.037470015807569465
2011-08-18,11406.26953125,11406.5,10881.599609375,10990.580078125,308520000,-0.01585945383066785
2011-08-19,10989.75,11086.400390625,10801.41015625,10817.650390625,336370000,0.0034145000405312325
2011-08-22,10820.3701171875,11020.5498046875,10820.3701171875,10854.650390625,226720000,0.02924300594458076
2011-08-23,10854.580078125,11176.83984375,10854.4296875,11176.759765625,244130000,0.012797186669691433
2011-08-24,11175.7802734375,11331.5703125,11113.0400390625,11320.7099609375,227380000,-0.0152104059002687
2011-08-25,11321.01953125,11406.3896484375,11106.759765625,11149.8203125,255050000,0.01201026852132828
2011-08-26,11149.8203125,11326.4296875,10929.2001953125,11284.5400390625,244410000,0.022320616806687944
2011-08-29,11286.650390625,11541.7802734375,11286.580078125,11539.25,177540000,0.001792287237543393
2011-08-30,11532.1298828125,11630.0703125,11429.3896484375,11559.9501953125,182090000,0.0046242664045398965
2011-08-31,11560.48046875,11712.599609375,11528.080078125,11613.5302734375,229740000,-0.010383045523695292
2011-09-01,11613.2998046875,11716.83984375,11488.4599609375,11493.5703125,178110000,-0.022285820732600634
2011-09-02,11492.0595703125,11492.1396484375,11211.349609375,11240.259765625,174660000,-0.009022576652807002
2011-09-06,11237.3095703125,11237.4599609375,10932.5302734375,11139.2998046875,217420000,0.024436667774630726
2011-09-07,11137.6298828125,11414.8603515625,11137.6298828125,11414.8603515625,166320000,-0.01048422368448352
2011-09-08,11414.8603515625,11477.2998046875,11283.740234375,11295.8095703125,173040000,-0.02725227092442791
2011-09-09,11294.599609375,11294.830078125,10935.6396484375,10992.1298828125,228170000,0.006256715852342098
2011-09-12,10990.009765625,11062.0302734375,10824.759765625,11061.1201171875,197160000,0.004035693957964723
2011-09-13,11054.990234375,11140.849609375,10987.1796875,11105.849609375,189980000,0.01260550006835683
2011-09-14,11106.830078125,11386.7802734375,10993.83984375,11246.73046875,192600000,0.01644216559160994
2011-09-15,11247.7197265625,11433.400390625,11247.490234375,11433.1796875,172080000,0.006617517344125543
2011-09-16,11433.7099609375,11532.4697265625,11407.41015625,11509.08984375,425900000,-0.009435216936684067
2011-09-19,11506.8203125,11506.8203125,11255.25,11401.009765625,157580000,0.000670802421786752
2011-09-20,11401.4697265625,11550.2197265625,11373.919921875,11408.66015625,157060000,-0.025192297950373976
2011-09-21,11408.580078125,11447.8603515625,11117.2802734375,11124.83984375,221860000,-0.0357799884992713
2011-09-22,11121.8896484375,11122.1201171875,10597.1396484375,10733.830078125,306170000,0.0035015006187113047
2011-09-23,10732.76953125,10808.490234375,10638.73046875,10771.48046875,223140000,0.02497270525369306
2011-09-26,10771.7802734375,11057.490234375,10771.7802734375,11043.8603515625,225620000,0.013207571763665236
2011-09-27,11045.23046875,11369.2998046875,11045.23046875,11190.6904296875,212700000,-0.016196494278902383
2011-09-28,11189.099609375,11317.080078125,10996.98046875,11010.900390625,172410000,0.012910700173235338
2011-09-29,11012.7900390625,11271.1396484375,10965.4501953125,11153.98046875,191340000,-0.02180687826978002
2011-09-30,11152.3203125,11152.3896484375,10909.51953125,10913.3798828125,213200000,-0.023932146023080393
2011-10-03,10912.099609375,10979.1904296875,10653.33984375,10655.2998046875,242870000,0.01429488434669013
2011-10-04,10651.4404296875,10825.4404296875,10404.490234375,10808.7099609375,267440000,0.012068957486397545
2011-10-05,10800.4697265625,10950.8896484375,10738.099609375,10939.9501953125,226440000,0.01662346699566949
2011-10-06,10939.8701171875,11132.599609375,10858.669921875,11123.330078125,190030000,-0.0018185509903426635
2011-10-07,11123.41015625,11232.0498046875,11051.1298828125,11103.1201171875,188080000,0.029293466544460554
2011-10-10,11104.5595703125,11433.330078125,11104.5595703125,11433.1796875,144270000,-0.0014774853745750235
2011-10-11,11432.7998046875,11447.8603515625,11365.669921875,11416.2998046875,133360000,0.008942648356230194
2011-10-12,11417.3603515625,11625.2998046875,11417.2802734375,11518.849609375,188130000,-0.0035413145566810106
2011-10-13,11518.08984375,11518.08984375,11377.8203125,11478.1298828125,143990000,0.01438965145697166
2011-10-14,11478.9697265625,11646.830078125,11478.66015625,11644.490234375,133570000,-0.021482964010757055
2011-10-17,11643.349609375,11643.349609375,11378.349609375,11397.0,140360000,0.015674510378184365
2011-10-18,11396.169921875,11652.740234375,11296.1201171875,11577.0498046875,201410000,-0.0062759692415764136
2011-10-19,11577.5400390625,11633.7001953125,11469.169921875,11504.6201171875,169580000,0.003224814966663451
2011-10-20,11502.1298828125,11581.25,11391.1396484375,11541.7802734375,166100000,0.022870653745243295
2011-10-21,11543.2197265625,11812.4599609375,11542.83984375,11808.7900390625,264000000,0.008838120562862772
2011-10-24,11807.9599609375,11940.75,11805.76953125,11913.6201171875,161870000,-0.01752778951632739
2011-10-25,11912.6298828125,11912.8603515625,11682.51953125,11706.6201171875,161450000,0.01377882871501853
2011-10-26,11707.759765625,11891.2099609375,11694.3603515625,11869.0400390625,183730000,0.028203177470234316
2011-10-27,11872.0703125,12284.3095703125,11872.0703125,12208.5498046875,251640000,0.0018462247951882592
2011-10-28,12207.33984375,12251.919921875,12164.240234375,12231.1103515625,163620000,-0.022832316973806544
2011-10-31,12229.2197265625,12229.2900390625,11954.41015625,11955.009765625,185790000,-0.025161212628786636
2011-11-01,11951.5302734375,11951.759765625,11630.0302734375,11657.9599609375,218290000,0.015159912206166063
2011-11-02,11658.490234375,11876.830078125,11658.490234375,11836.0400390625,154140000,0.017456493383303358
2011-11-03,11835.58984375,12065.9296875,11835.4296875,12044.4697265625,158170000,-0.005096584304055569
2011-11-04,12043.41015625,12043.490234375,11850.3095703125,11983.240234375,126150000,0.0070805820829358415
2011-11-07,11983.01953125,12074.4404296875,11880.6904296875,12068.3896484375,122110000,0.008399063166059711
2011-11-08,12055.51953125,12187.509765625,12002.169921875,12170.1796875,144950000,-0.03250566390305433
2011-11-09,12166.400390625,12166.400390625,11736.9296875,11780.9404296875,180200000,0.009539322354934881
2011-11-10,11780.0302734375,11961.1396484375,11779.8798828125,11893.8603515625,165250000,0.02160964874074331
2011-11-11,11896.2802734375,12179.7197265625,11896.2802734375,12153.6796875,134520000,-0.006165188210880882
2011-11-14,12153.0,12170.5595703125,12027.0302734375,12078.98046875,119610000,0.0014212691175956554
2011-11-15,12077.919921875,12165.1103515625,12001.259765625,12096.16015625,14510000,-0.015880035184692668
2011-11-16,12084.740234375,12109.0302734375,11890.5703125,11905.58984375,166220000,-0.011392043333239451
2011-11-17,11905.669921875,11948.4296875,11676.349609375,11770.73046875,169830000,0.0021580867645371532
2011-11-18,11768.98046875,11854.8095703125,11755.8203125,11796.16015625,181240000,-0.021321595828513035
2011-11-21,11795.5498046875,11795.7001953125,11454.0703125,11547.3095703125,170960000,-0.004651696735606799
2011-11-22,11542.3896484375,11571.75,11433.9697265625,11493.7197265625,148570000,-0.02076177814501565
2011-11-23,11492.740234375,11492.8203125,11257.5498046875,11257.5498046875,152220000,-0.002303276709482722
2011-11-25,11251.8798828125,11361.4697265625,11231.4296875,11231.650390625,87480000,0.025610164913090098
2011-11-28,11232.4697265625,11562.099609375,11232.16015625,11523.009765625,204950000,0.0028268684296120328
2011-11-29,11523.009765625,11624.009765625,11517.0400390625,11555.6298828125,156950000,0.041533309540033626
2011-11-30,11559.26953125,12045.6796875,11559.26953125,12045.6796875,286790000,-0.002131615798266749
2011-12-01,12046.2099609375,12062.6396484375,11974.6201171875,12020.0302734375,143700000,-5.077916155924282e-05
2011-12-02,12022.3701171875,12146.6796875,12007.1201171875,12019.419921875,150110000,0.00650243560321571
2011-12-05,12021.5400390625,12186.5302734375,12021.4599609375,12097.830078125,153830000,0.004313755538479373
2011-12-06,12097.75,12215.7099609375,12076.7099609375,12150.1298828125,145920000,0.0037985164170588792
2011-12-07,12144.41015625,12257.669921875,12060.3701171875,12196.3701171875,168440000,-0.016423395059802656
2011-12-08,12195.91015625,12195.91015625,11966.2197265625,11997.7001953125,165880000,0.01542995456079088
2011-12-09,11996.0302734375,12212.830078125,11995.509765625,12184.259765625,154250000,-0.013457401815425452
2011-12-12,12181.080078125,12181.3798828125,11940.8603515625,12021.3896484375,149050000,-0.005542915756087174
2011-12-13,12018.66015625,12147.7001953125,11904.3798828125,11954.9404296875,171910000,-0.011057193484033855
2011-12-14,11949.7197265625,11950.01953125,11786.4697265625,11823.48046875,161240000,0.003826490119520669
2011-12-15,11825.2900390625,11967.83984375,11825.2197265625,11868.8095703125,136930000,-0.0002039099702582759
2011-12-16,11870.25,11968.1796875,11819.3095703125,11866.3896484375,389520000,-0.008473910836459276
2011-12-19,11866.5400390625,11925.8798828125,11735.1904296875,11766.259765625,135170000,0.028265189217615335
2011-12-20,11769.2099609375,12117.1298828125,11768.830078125,12103.580078125,165180000,0.00034365381459966065
2011-12-21,12103.580078125,12119.7001953125,11999.4404296875,12107.740234375,163250000,0.005100242559776456
2011-12-22,12107.58984375,12182.7099609375,12107.3701171875,12169.650390625,151610000,0.010166159044686344
2011-12-23,12169.8798828125,12297.4404296875,12169.7998046875,12294.0,80420000,-0.00021560731715254542
2011-12-27,12293.4697265625,12328.4697265625,12269.9697265625,12291.349609375,95980000,-0.011450505873010337
2011-12-28,12288.849609375,12299.1103515625,12140.169921875,12151.41015625,84010000,0.011099826237907463
2011-12-29,12152.3203125,12293.9599609375,12152.08984375,12287.0400390625,8410000,-0.00567082556377825
2011-12-30,12286.2802734375,12290.0595703125,12213.7802734375,12217.5595703125,96670000,0.014610924542079417
2012-01-03,12221.1904296875,12479.650390625,12221.1904296875,12397.3798828125,152560000,0.0016956974403099818
2012-01-04,12392.4599609375,12430.0,12337.25,12418.419921875,145130000,-0.0002190314422688406
2012-01-05,12418.419921875,12435.98046875,12283.900390625,12415.7001953125,158440000,-0.0045028433130495996
2012-01-06,12407.4501953125,12415.240234375,12332.41015625,12359.919921875,131120000,0.002647844125806567
2012-01-09,12359.3095703125,12409.080078125,12333.849609375,12392.6904296875,122200000,0.005614888800857397
2012-01-10,12394.509765625,12514.6904296875,12394.509765625,12462.4697265625,141230000,-0.0010452452060050518
2012-01-11,12459.51953125,12462.580078125,12399.009765625,12449.4501953125,130260000,0.0017310541542994598
2012-01-12,12449.91015625,12483.7001953125,12385.080078125,12471.01953125,128230000,-0.003933625395973443
2012-01-13,12469.9599609375,12470.1201171875,12311.7900390625,12422.0595703125,161470000,0.0048193499328264095
2012-01-17,12423.1201171875,12573.650390625,12423.1201171875,12482.0703125,148670000,0.007731557889334957
2012-01-18,12474.6904296875,12582.2802734375,12453.2001953125,12578.9501953125,154170000,0.003573419453070908
2012-01-19,12578.1904296875,12625.7998046875,12563.580078125,12623.98046875,148030000,0.007615112949005312
2012-01-20,12623.830078125,12720.48046875,12620.759765625,12720.48046875,255110000,-0.0009170647016599944
2012-01-23,12720.25,12764.490234375,12665.830078125,12708.8203125,149860000,-0.0026055458731072292
2012-01-24,12708.3701171875,12708.51953125,12613.5400390625,12675.75,125420000,0.0065343985229427025
2012-01-25,12673.6298828125,12778.259765625,12580.1201171875,12758.849609375,135430000,-0.0019000728289428456
2012-01-26,12756.9599609375,12841.9501953125,12695.16015625,12734.6298828125,130840000,-0.005841297134658067
2012-01-27,12733.9501953125,12733.9501953125,12630.7197265625,12660.4599609375,164410000,-0.0005325264035803788
2012-01-30,12659.169921875,12659.3203125,12529.41015625,12653.7197265625,130430000,-0.0016458954875877758
2012-01-31,12654.7802734375,12720.099609375,12567.330078125,12632.91015625,168070000,0.00659188822773709
2012-02-01,12632.759765625,12784.6201171875,12632.759765625,12716.4599609375,143500000,-0.0008693149113289786
2012-02-02,12716.5400390625,12741.8896484375,12676.0498046875,12705.41015625,114360000,0.012267246821225345
2012-02-03,12705.0400390625,12869.9501953125,12704.9599609375,12862.23046875,142840000,-0.0013304040730701572
2012-02-06,12860.7197265625,12860.7900390625,12793.4296875,12845.1298828125,108040000,0.002571232466340639
2012-02-07,12844.3701171875,12903.7099609375,12782.5703125,12878.2001953125,116150000,0.00044639131503353114
2012-02-08,12865.7900390625,12893.6396484375,12817.6904296875,12883.9501953125,138250000,0.0005051340243253863
2012-02-09,12884.41015625,12924.7099609375,12846.41015625,12890.4599609375,157080000,-0.00694620318630937
2012-02-10,12889.5498046875,12889.6298828125,12743.5595703125,12801.23046875,123620000,0.005671587020806664
2012-02-13,12799.1103515625,12887.9296875,12799.1103515625,12874.0400390625,112240000,0.0003293089214380162
2012-02-14,12871.76953125,12878.8798828125,12786.9296875,12878.2802734375,120050000,-0.00758639625218422
2012-02-15,12864.650390625,12899.4697265625,12753.6201171875,12780.9501953125,127560000,0.009587750119501285
2012-02-16,12779.8095703125,12914.0,12779.580078125,12904.080078125,134450000,0.0035422120484404095
2012-02-17,12903.330078125,12967.919921875,12903.25,12949.8701171875,234650000,0.0012209123886452243
2012-02-21,12949.33984375,13005.0400390625,12926.1103515625,12965.6904296875,164780000,-0.002086175241967925
2012-02-22,12966.2197265625,12977.91015625,12914.830078125,12938.669921875,124200000,0.0035505085400462833
2012-02-23,12937.080078125,12996.080078125,12882.669921875,12984.6904296875,120480000,-0.0001340309967113588
2012-02-24,12981.2001953125,13013.8203125,12950.58984375,12982.9501953125,89440000,-0.00011095394944824277
2012-02-27,12981.1298828125,13027.51953125,12882.58984375,12981.509765625,143530000,0.001817115814214972
2012-02-28,12976.740234375,13021.509765625,12952.8203125,13005.1201171875,114490000,-0.004087490030349169
2012-02-29,13005.419921875,13055.75,12929.66015625,12952.0703125,182460000,0.002177163383884765
2012-03-01,12952.2900390625,13032.669921875,12943.0595703125,12980.2998046875,139670000,-0.00021030170697655117
2012-03-02,12980.75,12997.509765625,12927.76953125,12977.5703125,93900000,-0.0011380514739807968
2012-03-05,12977.33984375,12977.33984375,12883.91015625,12962.8095703125,108630000,-0.015835763368771075
2012-03-06,12958.650390625,12958.73046875,12734.8603515625,12759.150390625,142330000,0.006108646905987331
2012-03-07,12756.1201171875,12857.73046875,12751.509765625,12837.330078125,175110000,0.005485320388381619
2012-03-08,12835.5302734375,12937.1904296875,12835.5302734375,12907.9404296875,103530000,0.0010901374201192115
2012-03-09,12908.6201171875,12968.7900390625,12906.4296875,12922.01953125,103240000,0.0029125145088972912
2012-03-12,12920.580078125,12976.3603515625,12919.98046875,12959.7099609375,100000000,0.01667915447030612
2012-03-13,12953.2001953125,13180.400390625,12953.1298828125,13177.6796875,163130000,0.0012452647818713795
2012-03-14,13177.150390625,13221.26953125,13166.25,13194.099609375,163610000,0.004436084573613855
2012-03-15,13192.9697265625,13253.509765625,13170.1904296875,13252.759765625,161650000,-0.0015208127962152299
2012-03-16,13253.509765625,13289.080078125,13231.4501953125,13232.6201171875,392620000,0.0004918273824906922
2012-03-19,13231.9404296875,13269.7099609375,13208.6298828125,13239.1298828125,147120000,-0.005220854524178803
2012-03-20,13238.4501953125,13238.4501953125,13123.3798828125,13170.1904296875,131660000,-0.003466110397862134
2012-03-21,13170.7900390625,13190.01953125,13112.9296875,13124.6201171875,124860000,-0.00599758697911493
2012-03-22,13124.400390625,13124.4697265625,13017.419921875,13046.1396484375,122060000,0.002647913077097316
2012-03-23,13045.990234375,13099.91015625,13002.76953125,13080.73046875,129930000,0.01222545515935663
2012-03-26,13082.6201171875,13243.8603515625,13082.3896484375,13241.6298828125,122080000,-0.003320765239433203
2012-03-27,13242.08984375,13264.98046875,13194.330078125,13197.73046875,129280000,-0.005433888895661564
2012-03-28,13195.3896484375,13212.6396484375,13069.259765625,13126.2099609375,141540000,0.0014928694128670946
2012-03-29,13125.990234375,13151.5703125,13032.669921875,13145.8203125,136250000,0.005024676889707163
2012-03-30,13147.9404296875,13224.490234375,13147.7802734375,13212.0400390625,171190000,0.003962019447611998
2012-04-02,13211.3603515625,13297.1103515625,13153.6904296875,13264.490234375,108790000,-0.004907834173647142
2012-04-03,13258.9599609375,13265.3603515625,13131.2099609375,13199.5498046875,123980000,-0.009499833995922642
2012-04-04,13198.1904296875,13198.1904296875,13020.8603515625,13074.75,125000000,-0.0011180726822307373
2012-04-05,13067.1796875,13088.1103515625,13012.4599609375,13060.1396484375,109530000,-0.010046345634134146
2012-04-09,13057.5703125,13057.7197265625,12903.7802734375,12929.58984375,105580000,-0.01666295741074883
2012-04-10,12929.4404296875,12929.58984375,12710.5595703125,12715.9296875,159290000,0.007010635004036463
2012-04-11,12716.919921875,12844.8203125,12716.919921875,12805.3896484375,125210000,0.014050374002268643
2012-04-12,12806.4501953125,12986.9599609375,12806.2998046875,12986.580078125,119780000,-0.010604630530993748
2012-04-13,12986.2001953125,12986.349609375,12845.2802734375,12849.58984375,140990000,0.005573745561643042
2012-04-16,12850.8798828125,12986.76953125,12850.7998046875,12921.41015625,120990000,0.014912152058384278
2012-04-17,12921.7900390625,13131.3603515625,12921.7900390625,13115.5400390625,115320000,-0.0063323693891857045
2012-04-18,13114.5595703125,13114.5595703125,13027.490234375,13032.75,113520000,-0.005281451501450927
2012-04-19,13028.73046875,13080.2001953125,12896.8203125,12964.099609375,139810000,0.005013610730362923
2012-04-20,12964.48046875,13082.5400390625,12964.25,13029.259765625,212080000,-0.007866287575674268
2012-04-23,13028.2001953125,13028.2001953125,12845.580078125,12927.169921875,139370000,0.005738025271619274
2012-04-24,12927.76953125,13050.2998046875,12926.490234375,13001.5595703125,134110000,0.0068342441277814605
2012-04-25,12997.6904296875,13105.7001953125,12993.599609375,13090.7197265625,135260000,0.008663215890372907
2012-04-26,13090.1103515625,13227.8203125,13075.9599609375,13204.6201171875,107570000,0.001792420268767923
2012-04-27,13204.7001953125,13266.6796875,13192.2099609375,13228.3095703125,110850000,-0.0011103337585479474
2012-04-30,13228.3095703125,13228.759765625,13176.009765625,13213.6298828125,127870000,0.004959097709262467
2012-05-01,13214.16015625,13338.66015625,13174.650390625,13279.3203125,123400000,-0.0008098572304215486
2012-05-02,13278.1103515625,13278.1103515625,13192.2099609375,13268.5703125,100770000,-0.0046821686150928295
2012-05-03,13267.58984375,13284.08984375,13175.6396484375,13206.58984375,102090000,-0.012827092571593634
2012-05-04,13204.6201171875,13205.0,13022.33984375,13038.26953125,113790000,-0.0022835258809851752
2012-05-07,13035.849609375,13049.08984375,12970.0,13008.5302734375,110080000,-0.005893509915755902
2012-05-08,13000.73046875,13000.73046875,12810.3896484375,12932.08984375,138620000,-0.007531351684873976
2012-05-09,12921.8095703125,12921.8095703125,12748.48046875,12835.0595703125,147460000,0.001555499829311875
2012-05-10,12831.580078125,12931.7099609375,12820.2998046875,12855.0400390625,151650000,-0.002682733580536999
2012-05-11,12851.7900390625,12918.009765625,12779.2802734375,12820.599609375,148370000,-0.0098174678840105
2012-05-14,12818.490234375,12818.8603515625,12661.48046875,12695.349609375,143190000,-0.005002476963530675
2012-05-15,12695.0498046875,12758.4296875,12608.16015625,12632.0,156060000,-0.0026515644859024436
